CourseName,Description,Mean,subject
DTX 455,"Credit: 3 OR 4 hours.
Course Description: An immersive exploration of design thinking as a method for tackling social needs and issues. Social innovation seeks to impact transformational change in underserved, underrepresented, and disadvantaged local and international communities by addressing problems too complex to be solved by traditional methods. Students in this course will work in collaborative teams to employ the human-centered design process to discover and develop innovative solutions for social problems such as poverty, homelessness, hunger, and violence.
Prerequisite: DTX 210, DTX 251, or permission by instructor.",3.738695652173913,DTX
CHBE 522,,3.6092307692307695,CHBE
STAT 542/ASRM 551/CSE 542,"Credit: 4 hours.
Course Description: Modern techniques of predictive modeling, classification, and clustering are discussed. Examples of these are linear regression, nonparametric regression, kernel methods, regularization, cluster analysis, classification trees, neural networks, boosting, discrimination, support vector machines, and model selection. Applications are discussed as well as computation and theory.
Prerequisite: STAT 410 and STAT 425.",3.8104459124690337,STAT
STAT 409/ASRM 402,"Credit: 4 hours.
Course Description: Continuation of STAT 408. Examines parametric point and interval estimation, including maximum likelihood estimation, sufficiency, completeness, and Bayesian estimation; hypothesis testing; linear models; regression and correlation.
Prerequisite: STAT 408.",3.138836395450568,STAT
MATH 490,"Credit: 1 TO 4 hours.
Course Description: Deals with selected topics and applications of mathematics; see Class Schedule or department office for current topics.
Prerequisite: Consent of instructor.",2.767878787878788,MATH
PHIL 410,"Credit: 3 OR 4 hours.
Course Description: Intensive study of one ancient philosopher or the intensive study of a major philosophical problem through the consideration of a number of ancient philosophers; chief emphasis on Plato and/or Aristotle.
Prerequisite: One course in philosophy, preferably PHIL 203.",2.833333333333333,PHIL
CI 448,"Credit: 3 hours.
Course Description: Course examines the nature and role of social studies in elementary schools, both in terms of the formal curriculum and of the impact of the school as a social system on children's social learning. Examines multiple approaches to what should be experienced and learned in social studies as well as the nature of social inquiry. Various instructional methods emphasizing direct experiences as well as reading are emphasized. Local, state, and national trends in curriculum and evaluation are addressed. Students engage in social inquiry, as well as develop, implement, and evaluate an action research project focusing in depth on a particular practice of social education.
Prerequisite: Admission to the Elementary Teacher Education Program.",3.8530916552667582,CI
CS 443,"Credit: 3 OR 4 hours.
Course Description: Fundamental concepts and basic algorithms in Reinforcement Learning (RL) - a machine learning paradigm for sequential decision-making. The goal of this course is to enable students to (1) understand the mathematical framework of RL, (2) tell what problems can be solved with RL, and how to cast these problems into the RL formulation, (3) understand why and how RL algorithms are designed to work, and (4) know how to experimentally and mathematically evaluate the effectiveness of an RL algorithm. There will be both programming and written assignments.
Prerequisite: CS 225; MATH 241; one of MATH 225, MATH 257, MATH 415, MATH 416, ASRM 406 or BIOE 210; one of CS 361, STAT 361, ECE 313, MATH 362, MATH 461, MATH 463 or STAT 400.",3.3050847457627115,CS
ACCY 559,,3.70910994764398,ACCY
PSYC 453/NEUR 453,"Credit: 3 OR 4 hours.
Course Description: Overview of the neuroscience of the visual system, the eye and subcortical structures, with a focus on the visual cortex and higher-level vision (e.g. attention and object perception).
Prerequisite: PSYC 210, PSYC 220, PSYC 224, PSYC 230 or consent of instructor.",3.36824,PSYC
GWS 337,,1.85,GWS
ETMA 311,"Credit: 3 hours.
Course Description: The human food web is the complex network of technologies, environments, people, and social institutions that produces, processes, and distributes the world's food supply. Students will study the food webs of the past, present, and future and will explore various human roles, including their own, in the global technology-environment-society-food system. Course topics include domestication, mechanization, urbanization, the green revolution, biotechnology, food safety, the environment, and appropriate technologies for developing countries.
",3.4793814432989687,ETMA
CS 598,"Credit: 2 TO 4 hours.
Course Description: Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites.
",3.734,CS
CHLH 494,"Credit: 1 TO 4 hours.
Course Description: Lecture course in topics of current interest; specific subject matter announced in the Class Schedule.
",3.762888888888889,CHLH
RST 340,"Credit: 3 hours.
Course Description: Basic understanding of park operations, facility design, construction, and maintenance practices; staff allocations, job analysis, contract administration, organizational structures.
Prerequisite: RST 100.",3.2161502347417845,RST
LER 200,"Credit: 3 hours.
Course Description: Is globalization good for working people in the United States and around the world? Globalization is the driving force in the world economy but it is also provoking tremendous debate and popular resistance. Students will learn the basics about globalization and its institutions from the perspective of workers' right in the U.S. and the Third World. Analyzes the debate over free trade and sweatshops, trade agreements such as the North American Free Trade Agreement, and institutions such as the World Trade Organization and the International Monetary Fund. Closely examines working conditions in several Third World countries, and explores the role of the global justice movement.
",3.087391304347826,LER
