YearTerm,Primary Instructor,CourseFull,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
2010-fa,"Kim, Jung Sun",JAPN 203,2,3,7,0,0,6,3,1,2,0,0,0,0,0
2010-fa,"Kinoshita, Rika",JAPN 203,1,6,4,1,1,2,1,2,2,0,0,1,0,0
2010-fa,"Zhang, Xiaolei",JAPN 203,2,5,8,2,2,1,2,1,0,1,1,0,0,0
2010-fa,"Liebovich, Louis W",JOUR 405,4,3,6,2,16,3,1,5,2,0,2,1,0,0
2010-fa,"Helle, Steven J",JOUR 411,2,8,0,2,16,0,1,21,0,0,5,0,0,1
2010-fa,"Poh, Paula",KIN 101,2,32,8,6,3,3,0,0,0,0,0,0,0,0
2010-fa,"Weikert, Madeline L",KIN 102,29,43,12,6,1,0,1,0,0,1,0,0,0,1
2010-fa,"Lim, Jong I",KIN 103,0,19,2,2,0,0,0,0,0,0,0,0,0,0
2010-fa,"Weber, Melissa B",KIN 104,203,290,9,11,2,0,2,1,0,0,1,0,8,5
2010-fa,"Kim, Kyung O",KIN 109,0,49,0,0,1,0,0,1,0,0,0,0,0,0
2010-fa,"O'Connor, Jamie A",KIN 109,0,19,0,0,3,0,0,1,0,0,0,0,1,0
2010-fa,"Roy, Heather N",KIN 120,6,20,8,12,4,3,2,1,2,0,0,0,1,1
2010-fa,"Sabin, Matthew J",KIN 121,3,22,10,11,16,7,4,1,1,3,0,0,2,0
2010-fa,"Malavasi, Leticia M",KIN 122,0,50,10,13,37,14,9,20,3,4,3,0,2,0
2010-fa,"Meinert, Cassandra J",KIN 125,0,104,0,0,10,0,0,3,0,0,0,0,0,0
2010-fa,"Carlton, Mary",KIN 130,0,55,16,7,4,3,1,0,0,0,0,0,0,0
2010-fa,"Duros, Laura E",LAST 170,49,22,2,4,2,1,0,0,0,0,0,0,1,1
2010-fa,"Peralta, Jose",LAST 170,26,11,3,3,1,1,0,0,0,0,0,0,0,0
2010-fa,"Sternberg, Carolina A",LAST 170,17,10,2,0,0,0,0,0,1,0,0,0,0,0
2010-fa,"Kordik, Ellen R",LAW 683,1,5,6,8,4,2,1,0,0,0,0,0,0,0
2010-fa,"Beckett, J S",LAW 694,0,30,15,32,39,3,0,0,0,0,0,0,0,0
2010-fa,"Hamilton, Daniel W",LAW 792,0,6,8,12,2,0,0,0,0,0,0,0,0,0
2010-fa,"Kuenning, Matthew P",LAW 792,3,3,2,4,3,3,3,0,0,0,0,0,0,0
2010-fa,"Rubin, E L",LAW 792,1,10,3,5,5,2,3,10,1,0,0,0,0,1
2010-fa,"Blockman, Arnold F",LAW 793,3,10,7,1,1,0,0,0,0,0,0,0,0,0
2010-fa,"Aviram, Amitai",LAW 794,1,3,6,10,1,0,1,0,0,0,0,0,0,0
2010-fa,"Robak, Michael J",LAW 794,0,6,5,7,5,1,0,0,0,0,0,0,0,0
2010-fa,"Benson, Sara R",LAW 798,0,26,46,8,1,0,0,0,0,0,0,0,0,0
2010-fa,"Arnold, Dexter P",LER 100,0,5,4,4,5,3,1,3,1,0,2,0,1,1
2010-fa,"Ashby, Steven",LER 100,1,20,9,6,16,7,3,4,8,1,2,0,7,2
2010-fa,"Berchman, Mark R",LER 100,0,25,5,4,8,4,1,6,1,0,0,0,6,0
2010-fa,"Cohen, Margaret L",LER 100,0,11,3,4,6,1,2,3,2,1,0,0,0,0
2010-fa,"Hawking, Carol J",LER 100,0,22,12,4,6,4,1,4,1,0,1,0,8,0
2010-fa,"Lesniewski, Jacob P",LER 100,1,7,3,1,4,2,0,2,2,2,0,1,4,0
2010-fa,"Lundy, Catherine M",LER 100,3,9,2,3,2,1,1,2,0,0,0,0,5,3
2010-fa,"Mauer, Michael P",LER 100,0,8,1,1,2,4,0,3,0,0,1,0,3,0
2010-fa,"Michael, David A",LER 100,0,29,8,9,6,1,1,2,1,0,1,2,3,0
2010-fa,"Noble, William T",LER 100,1,21,6,2,10,6,2,5,1,1,3,2,4,1
2010-fa,"Silbar, Earl V",LER 100,0,5,1,3,3,5,1,1,1,1,0,1,6,1
2010-fa,"Stewart, Beverly L",LER 100,1,6,4,4,3,2,0,1,1,1,2,0,6,0
2010-fa,"Takahashi, Beverly",LER 100,0,19,10,4,9,1,1,5,0,0,2,0,7,1
2010-fa,"Labarbera-Twaro, Emily",LER 110,0,3,5,1,6,0,2,1,3,0,2,0,7,0
2010-fa,"Saute, Robert",LER 110,0,5,4,2,6,2,2,1,1,0,2,0,3,2
2010-fa,"Schiavone, Michael",LER 110,0,19,10,3,8,3,1,5,2,0,1,0,2,0
2010-fa,"Sneiderman, Marilyn G",LER 110,1,10,4,2,0,3,0,2,2,1,0,0,1,0
2010-fa,"Wilson, Kimberly A",LER 110,0,8,3,4,7,0,0,5,0,0,1,2,3,0
2010-fa,"King, Judith L",LER 120,3,13,5,4,7,1,1,3,4,2,3,0,4,2
2010-fa,"Leroy, Michael H",LAW 685,0,3,9,10,3,2,0,0,0,0,0,0,0,0
2010-fa,"Johnson, Eric A",LAW 682,1,19,22,31,20,5,6,1,0,0,0,0,0,0
2010-fa,"Brubaker, Ralph E",LAW 601,0,6,8,17,16,7,0,0,0,0,0,0,0,0
2010-fa,"Bilz, Kenworthey",LAW 682,1,7,7,3,10,5,3,0,0,0,0,0,0,0
2010-fa,"Kar, Robin B",LAW 601,1,7,7,12,12,17,0,0,0,0,0,0,0,0
2010-fa,"Maggs, Peter B",LAW 601,2,5,8,12,17,9,2,1,0,0,0,0,0,0
2010-fa,"Tabb, Charles J",LAW 601,1,6,13,12,16,8,5,0,0,0,0,0,0,0
2010-fa,"Reynolds, Laura A",LAW 602,1,7,6,17,18,5,1,1,0,0,0,0,0,1
2010-fa,"Smith, Bruce",LAW 602,0,7,16,12,13,7,4,2,0,1,0,0,0,0
2010-fa,"Robbennolt, Jennifer K",LAW 603,0,6,11,9,19,5,2,2,0,0,0,0,0,0
2010-fa,"Wexler, Lesley M",LAW 603,1,5,10,16,14,5,4,0,0,0,0,0,0,0
2010-fa,"Etienne, Margareth",LAW 604,2,10,10,15,23,16,0,2,0,0,0,0,0,0
2010-fa,"Johnson, Eric A",LAW 604,1,3,9,4,10,3,2,2,0,0,0,0,0,0
2010-fa,"Leipold, Andrew D",LAW 604,1,2,9,10,15,1,0,1,0,0,0,0,0,0
2010-fa,"Ross, Jacqueline E",LAW 604,0,8,11,20,25,9,2,1,0,0,0,0,0,0
2010-fa,"Leipold, Andrew D",LAW 605,1,14,23,29,28,4,2,1,0,0,0,0,0,1
2010-fa,"Sharpe, Jamelle C",LAW 615,0,3,12,16,5,0,0,0,0,0,0,0,0,0
2010-fa,"Rowell, Kristen A",LAW 616,3,6,3,6,4,3,0,0,0,0,0,0,0,0
2010-fa,"Rich, Robert F",LAW 620,0,8,6,4,6,0,0,0,0,0,0,0,0,0
2010-fa,"Reynolds, Laura A",LAW 622,2,9,7,10,19,4,1,1,0,0,0,0,0,0
2010-fa,"McDonald, Ward F",LAW 624,0,9,2,3,6,3,0,2,0,0,0,0,0,0
2010-fa,"Lawless, Robert M",LAW 629,1,11,5,8,5,9,2,2,0,0,1,0,0,0
2010-fa,"Aviram, Amitai",LAW 633,3,11,34,60,10,7,4,0,0,0,0,0,0,0
2010-fa,"Williams, Cynthia A",LAW 633,1,7,10,12,9,2,0,1,0,0,0,0,2,0
2010-fa,"Kesan, Jay P",LAW 645,0,5,4,8,7,1,0,0,0,0,0,0,0,0
2010-fa,"Kaplan, Richard L",LAW 647,1,8,12,17,16,10,0,0,0,0,0,0,0,0
2010-fa,"Boyle, Francis A",LAW 656,1,10,1,13,0,0,0,0,0,0,0,0,0,0
2010-fa,"Thomas, Suja A",LAW 664,1,10,3,9,3,1,1,2,0,0,0,0,0,0
2010-fa,"Ross, Richard J",LAW 668,1,5,4,15,7,8,1,1,0,0,0,0,0,0
2010-fa,"Kordik, Ellen R",LAW 675,1,6,3,11,5,3,1,0,0,0,0,0,0,0
2010-fa,"Kordik, Ellen R",LAW 680,1,16,11,19,3,2,4,2,0,0,0,0,0,0
2010-fa,"Bregman, Alvan M",IS 590,0,15,5,1,0,0,0,0,0,0,0,0,0,0
2010-fa,"D'Arpa, Christine",IS 581,0,12,8,2,2,0,0,0,0,0,2,0,0,0
2010-fa,"Randolph, Carolyn A",MS 356,1,23,0,5,4,0,2,3,0,1,0,0,0,0
2010-fa,"Avrutin, Eugene M",HIST 269/JS 269/REL 269,0,33,7,0,3,1,0,0,0,0,0,0,0,0
2010-fa,"Symes, Carol L",HIST 141/HIST 140,0,18,21,22,32,16,11,15,9,0,3,0,5,0
2010-fa,"Micale, Mark S",HIST 142,0,32,30,26,16,8,5,0,1,0,0,0,1,0
2010-fa,"Espiritu, Augusto F",HIST 171,5,36,48,36,28,13,2,3,3,1,6,1,4,2
2010-fa,"Oberdeck, Kathryn J",HIST 172,2,11,10,9,9,2,1,0,1,0,0,0,0,0
2010-fa,"Fouche, Rayvon D",HIST 200,0,8,11,4,0,1,0,0,0,0,0,0,0,0
2010-fa,"Ramsbottom, John D",HIST 200,0,9,7,1,3,3,0,0,0,0,0,0,1,1
2010-fa,"Schneider, Dorothee",HIST 200,0,5,1,5,3,3,0,2,1,0,0,0,2,0
2010-fa,"Fu, Poshek",HIST 221/EALC 221,2,3,13,15,8,4,1,1,0,0,0,0,1,1
2010-fa,"Toby, Ronald P",HIST 226/EALC 226,0,11,11,10,10,4,1,0,1,0,0,0,1,1
2010-fa,"McLaughlin, M M",HIST 245/GWS 245/MDVL 245,4,10,10,1,1,6,2,0,0,0,0,0,2,0
2010-fa,"Ramsbottom, John D",HIST 255/MDVL 255,0,3,10,7,11,3,10,5,0,1,1,0,3,2
2010-fa,"Prochaska, David",HIST 258,1,2,4,4,10,4,9,1,1,3,0,0,0,0
2010-fa,"Reagan, Leslie J",HIST 263/GWS 263,0,12,9,9,13,2,2,4,0,0,0,0,1,0
2010-fa,"Schneider, Dorothee",HIST 271,2,9,3,2,10,1,3,8,5,2,2,1,2,0
2010-fa,"Jenkins, Christine A",IS 514,6,15,2,1,1,0,0,0,0,0,0,0,0,1
2010-fa,"Hoganson, Kristin L",HIST 274,0,7,7,7,3,0,0,0,0,0,0,0,0,0
2010-fa,"Hoxie, Frederick E",HIST 277/AIS 277,0,7,10,11,8,8,5,2,1,0,0,0,0,1
2010-fa,"Burgos, Adrian",HIST 280/LLS 280,1,14,26,9,5,0,0,0,0,0,0,0,0,0
2010-fa,"Pleck, Elizabeth H",HIST 285/GWS 285,0,6,3,2,1,1,2,5,0,0,1,0,0,0
2010-fa,"Jacobsen, Nils P",HIST 306,0,1,4,3,2,7,3,3,2,0,0,0,2,0
2010-fa,"Cuno, Kenneth M",HIST 335/JS 335,0,3,6,7,5,5,4,3,2,0,0,0,1,0
2010-fa,"Koslofsky, Craig M",HIST 347/REL 347,0,2,7,4,6,5,1,0,0,0,0,0,2,0
2010-fa,"Crowston, Clare H",HIST 348,0,6,8,9,5,3,2,2,0,0,0,0,0,0
2010-fa,"Liebersohn, Harry M",HIST 350,0,4,5,7,3,5,2,0,0,0,0,0,0,2
2010-fa,"Hartman, Ian C",HIST 373,0,17,14,18,6,0,1,2,0,0,0,0,0,0
2010-fa,"Leff, Mark H",HIST 377,0,2,1,5,10,6,3,3,1,0,1,0,0,0
2010-fa,"Fouche, Rayvon D",HIST 396,0,19,9,1,4,1,0,0,0,0,0,0,0,0
2010-fa,"Jacobsen, Nils P",HIST 407/AFRO 407,0,5,4,3,3,2,0,0,0,0,1,0,4,0
2010-fa,"Toby, Ronald P",HIST 120/EALC 120,8,28,27,14,13,8,6,1,0,2,4,2,2,0
2010-fa,"Brennan, James R",HIST 110,1,1,11,11,7,5,0,2,2,0,0,0,2,0
2010-fa,"Jones, Ryan M",HIST 105,0,10,8,6,10,0,0,0,0,0,0,0,0,0
2010-fa,"Rabin, Dana",HIST 100,0,47,11,6,9,2,1,4,1,2,2,1,2,0
2010-fa,"Gershenfeld, Susan",GS 101,2,8,4,2,3,1,0,0,2,0,0,0,1,0
2010-fa,"Hazen, Meghan",GS 101,0,30,13,5,6,5,5,1,0,2,0,1,0,0
2010-fa,"Heintz, Hollie",GS 101,34,37,6,3,3,0,1,0,2,0,1,0,3,2
2010-fa,"Kotowski, Jennifer",GS 101,25,37,5,5,2,3,0,1,0,0,0,1,0,0
2010-fa,"Mulvaney, Carrie A",GS 101,24,13,8,17,5,3,3,2,1,3,0,0,0,0
2010-fa,"Myers, Michael D",GS 101,0,19,14,23,41,6,7,10,3,4,2,0,4,0
2010-fa,"Parrish, Michael L",GS 101,13,46,6,2,6,1,1,1,2,1,0,0,0,1
2010-fa,"Parrott, Julian D",GS 101,0,47,23,10,2,3,1,1,0,0,0,0,2,0
2010-fa,"Puente, Sylvia",GS 101,11,37,9,10,6,9,4,2,1,3,1,0,1,0
2010-fa,"Tomasiewicz, Ryan",GS 101,5,54,5,2,4,1,2,3,2,0,0,0,1,0
2010-fa,"Waranyuwat, Adva S",GS 101,0,76,8,3,3,0,1,0,0,0,1,0,0,0
2010-fa,"Watson, Sarah D",GS 101,11,39,8,6,2,1,0,2,1,1,2,0,0,0
2010-fa,"West, Lori",GS 101,25,22,9,3,5,3,1,0,1,0,0,3,4,1
2010-fa,"Hasinoff, Amy A",GWS 100/HDFS 140/SOC 130,1,18,19,23,16,7,1,1,1,0,0,0,2,0
2010-fa,"Mukherjee, Reshmi",GWS 100/HDFS 140/SOC 130,0,27,3,0,1,0,0,0,0,0,0,0,0,0
2010-fa,"Vostral, Sharra L",GWS 250,0,1,17,6,7,2,0,0,0,0,0,0,0,0
2010-fa,"Gill, Patricia A",GWS 295,0,6,5,9,1,0,0,0,0,0,0,0,0,0
2010-fa,"Cole, Cheryl L",GWS 370/SOC 320,1,16,4,0,4,0,2,0,0,0,0,0,0,0
2010-fa,"Bost, Kelly K",HDFS 105,0,166,0,0,81,0,0,18,0,0,3,0,0,1
2010-fa,"Brooks, Jan D",HDFS 208,1,34,0,0,1,1,0,0,0,0,0,0,0,0
2010-fa,"Shapiro, Constance H",HDFS 225,4,11,7,2,8,7,2,1,2,0,0,0,0,1
2010-fa,"McElwain, Nancy L",HDFS 290,3,8,6,4,2,0,1,0,0,0,0,0,0,0
2010-fa,"McBride, Brent A",HDFS 301,0,13,8,6,6,2,1,3,2,3,1,1,0,0
2010-fa,"Oswald, Ramona F",HDFS 340/GWS 340/SOC 322,8,15,12,2,3,1,1,1,1,0,0,0,0,0
2010-fa,"Pleck, Joseph",HDFS 401,18,17,4,3,3,2,0,1,0,0,0,0,0,0
2010-fa,"Hardesty, Jennifer L",HDFS 425,14,16,2,6,2,0,0,1,1,0,0,0,0,0
2010-fa,"McLaughlin, M M",HIST 100,0,1,1,6,7,6,4,3,0,0,0,0,4,2
2010-fa,"Todorova, Maria N",HIST 439,1,11,3,3,6,2,1,0,0,0,0,0,3,1
2010-fa,"Mathisen, Ralph W",HIST 441,0,14,5,11,1,0,2,0,0,0,0,0,0,0
2010-fa,"Ramsbottom, John D",HIST 446,0,5,9,4,6,1,0,0,0,1,0,0,1,2
2010-fa,"Dalling, James W",IB 453/NRES 452,4,10,18,12,4,4,0,0,0,0,0,0,0,1
2010-fa,"Ming, Ray R",IB 473,12,9,0,3,2,0,0,3,0,0,0,0,0,0
2010-fa,"Bernacchi, Carl",IB 542,0,14,1,2,2,2,0,0,0,0,0,0,0,0
2010-fa,"Chakraborty, Santanu",IE 300,5,12,11,13,14,17,12,6,1,1,0,1,3,0
2010-fa,"Keane, Richard D",IE 300,1,12,13,15,26,15,14,12,4,0,4,0,4,2
2010-fa,"Kulkarni, Ankur A",IE 310,5,4,14,4,1,3,0,0,0,0,0,0,0,0
2010-fa,"Jacobson, Sheldon H",IE 410/CS 481,4,14,0,5,8,5,2,1,1,0,3,0,0,1
2010-fa,"Feng, Liming",IE 420,0,11,7,3,16,7,0,0,1,0,1,0,1,0
2010-fa,"Chen, Xin",IE 430,0,3,9,8,17,6,0,3,0,0,0,0,1,0
2010-fa,"Beck, Carolyn L",IE 522,1,15,7,0,2,0,0,0,0,0,0,0,0,0
2010-fa,"Sreenivas, Ramavarapu S",IE 523,11,9,3,2,0,1,0,0,0,0,0,0,0,0
2010-fa,"Pitt, Leonard B",INFO 102/CS 102,1,14,2,2,11,0,0,3,2,0,4,0,2,1
2010-fa,"Shaffer, Eric G",INFO 103,3,2,3,4,4,1,1,0,1,0,1,0,3,1
2010-fa,"Volkman, Erik R",INFO 103,3,2,2,4,2,3,3,0,0,0,2,0,2,1
2010-fa,"Kendall, Lori S",INFO 202/IS 202/MACS 202,4,5,14,14,12,10,4,2,2,0,0,0,0,1
2010-fa,"Keding, Daniel T",IS 409,0,22,0,0,1,0,0,0,0,0,0,0,0,0
2010-fa,"Trainor, Kevin",IS 453,6,10,3,1,3,0,0,0,0,0,0,0,0,0
2010-fa,"Wong, Melissa A",IS 458,10,11,0,1,0,0,0,0,0,0,0,0,1,0
2010-fa,"Blake, Catherine L",IS 490,0,6,7,5,4,0,0,0,0,0,0,0,0,0
2010-fa,"Mussulman, David E",IS 490,6,17,0,1,0,0,0,0,0,0,0,0,0,0
2010-fa,"Smith, Linda C",IS 501,0,128,27,9,2,0,0,0,0,0,0,0,0,1
2010-fa,"Holba Puacz, Jeanne T",IS 504,0,47,4,0,2,0,0,0,0,0,0,0,0,0
2010-fa,"Wong, Melissa A",IS 504,9,17,0,1,0,0,0,0,0,0,0,0,0,0
2010-fa,"Gillfillan, Nancy M",IS 505,3,16,3,2,5,0,0,0,0,0,0,0,0,0
2010-fa,"Johnson, Debra W",IS 505,2,8,3,3,2,3,0,1,0,0,0,0,0,0
2010-fa,"McDowell, Kathleen",IS 506,2,20,1,0,1,0,0,0,0,0,0,0,0,0
2010-fa,"Tilley, Carol L",IS 506,0,20,1,0,0,0,0,0,0,0,0,0,1,0
2010-fa,"Tarsala, Cheryl B",IS 507,7,10,2,1,1,0,0,0,0,0,0,0,0,0
2010-fa,"Ming, Ray R",IB 472,11,8,0,5,1,0,0,0,0,0,0,0,0,0
2010-fa,"Suarez, Andrew",IB 429,0,107,0,0,60,0,0,15,0,0,0,0,0,1
2010-fa,"Micale, Mark S",HIST 455,0,11,14,5,0,0,0,0,0,0,0,0,1,0
2010-fa,"Cheng-De Vries, Chi-Hing",IB 426,1,7,3,6,7,5,4,6,1,0,0,0,0,0
2010-fa,"Fritzsche, Peter A",HIST 456,0,6,5,5,5,3,2,2,0,0,0,0,0,0
2010-fa,"Randolph, John W",HIST 460,0,0,11,5,4,3,1,1,1,0,0,0,1,1
2010-fa,"Pleck, Elizabeth H",HIST 471,0,18,5,3,2,0,0,0,0,1,0,0,1,0
2010-fa,"Skirvin, Robert M",HORT 100,7,43,3,1,13,1,5,12,0,0,3,0,1,0
2010-fa,"Masiunas, John B",HORT 105,29,61,22,10,12,12,2,7,4,1,1,1,1,1
2010-fa,"Voigt, Charles E",HORT 106,5,8,3,6,5,4,1,1,1,0,1,1,0,0
2010-fa,"Noland, Dianne A",HORT 107,0,22,26,17,10,1,0,1,0,0,2,0,0,0
2010-fa,"Kling, Gary J",HORT 301,1,3,3,9,6,7,5,1,2,0,4,0,1,0
2010-fa,"Skirvin, Robert M",HORT 361,3,40,0,0,2,0,0,0,0,0,0,0,0,0
2010-fa,"Taylor, Andrea F",HORT 499,8,30,6,3,2,3,1,0,2,2,0,1,5,3
2010-fa,"Bowermaster, Jon P",HRE 400,0,18,1,2,10,0,0,0,0,0,0,0,0,0
2010-fa,"Leach, James A",HRE 401,0,9,10,4,13,8,2,3,0,0,0,0,0,0
2010-fa,"Huang, Wen-Hao",HRE 411,31,4,0,0,0,0,0,0,0,0,1,0,0,0
2010-fa,"Valenziano, Laura A",HRE 472,0,16,3,1,1,0,0,1,0,0,0,0,0,0
2010-fa,"Williams, Sandra L",HRE 495,19,3,2,4,0,1,2,0,0,0,0,0,0,0
2010-fa,"Johnson, Scott D",HRE 531,0,18,23,6,0,1,0,1,0,0,0,0,0,0
2010-fa,"Bowermaster, Jon P",HRE 535,3,25,18,5,0,0,0,0,0,0,0,0,0,0
2010-fa,"Dole, Robert E",IB 100,0,34,0,0,33,0,0,17,0,0,7,0,2,1
2010-fa,"Dole, Robert E",IB 101,0,15,0,0,9,0,0,1,0,0,0,0,0,0
2010-fa,"Morgan, Beth A",IB 102,1,19,13,9,12,8,4,6,4,2,0,1,0,0
2010-fa,"Francis, Bettina M",IB 104,0,2,0,4,3,1,8,0,2,0,1,0,0,0
2010-fa,"Cosentino, Bradley J",IB 105,1,73,47,26,25,19,9,6,4,3,2,1,2,1
2010-fa,"Punyasena, Surangi W",IB 106,8,64,19,41,32,12,13,11,2,0,4,0,3,2
2010-fa,"Leakey, Andrew",IB 107,25,21,21,13,11,6,2,1,3,0,2,0,5,1
2010-fa,"Hickox, Tracey E",IB 150,35,143,59,56,25,23,14,6,3,1,2,0,1,0
2010-fa,"Hickox, Tracey E",IB 199,0,97,1,0,7,0,2,0,0,0,2,0,0,0
2010-fa,"Marcot, Jonathan D",IB 368/NRES 368,0,14,0,0,13,0,0,3,0,0,0,0,0,0
2010-fa,"Sacco, Michael J",LER 120,0,6,3,5,0,0,1,1,2,1,3,0,5,0
2010-fa,"Bielski Boris, Monica L",LER 320,2,10,5,3,1,2,1,1,0,0,0,1,0,1
2010-fa,"Dencker, John C",LER 523,1,16,11,6,2,1,0,0,0,0,0,0,0,0
2010-fa,"Yu, Xiaomin",MCB 251,2,5,6,4,2,0,1,0,0,1,0,0,0,0
2010-fa,"Annamalai, Devi",MCB 250,1,0,1,4,2,3,2,5,1,1,2,0,0,0
2010-fa,"DeSanto, Nicholas E",MCB 250,0,2,1,2,4,5,3,2,1,2,0,0,1,0
2010-fa,"Marciel, Amanda B",MCB 250,0,4,6,9,6,1,11,15,5,3,4,1,1,1
2010-fa,"Tobin, Damien E",MCB 250,0,2,5,8,10,9,7,6,8,2,3,2,4,0
2010-fa,"Torabi, SeyedFakhreddin",MCB 250,0,2,4,7,7,8,3,3,1,4,2,0,2,0
2010-fa,"Abil, Zhanar",MCB 251,1,1,8,3,2,2,3,0,0,1,0,0,0,0
2010-fa,"Cox, Courtney L",MCB 251,2,4,5,5,2,1,2,0,0,0,1,0,0,0
2010-fa,"Ger, Mao-Feng",MCB 251,1,5,6,2,6,2,1,1,0,0,0,0,0,0
2010-fa,"Guerra, Francisco M",MCB 251,1,5,2,4,7,1,0,1,0,0,0,0,0,0
2010-fa,"Hilgenberg, Valerie A",MCB 251,4,4,2,4,2,5,0,0,1,0,0,0,0,0
2010-fa,"Reid, Dylan",MCB 251,2,4,11,8,11,5,0,0,1,0,0,0,0,0
2010-fa,"Wilson, Charles A",MCB 251,4,6,2,5,2,2,2,0,0,0,0,0,0,0
2010-fa,"Yu, Pengfei",MCB 251,1,5,8,2,1,2,1,2,0,0,0,0,0,0
2010-fa,"Zhang, Can",MCB 251,3,12,10,8,6,3,2,0,0,1,0,1,0,0
2010-fa,"Avgar, Ariel C",LER 543/ECON 543/LAW 665,0,27,2,3,4,0,0,0,0,0,0,0,0,0
2010-fa,"Geng, Yijie",MCB 252,1,4,2,4,2,1,4,3,1,0,0,0,0,0
2010-fa,"Hampton-Marcell, Jarrad T",MCB 252,0,5,2,1,4,2,2,1,1,2,0,0,1,0
2010-fa,"Skariah, Geena",MCB 252,1,7,2,3,5,1,0,2,0,0,1,0,0,0
2010-fa,"He, Yuan",MCB 253,0,3,6,4,2,5,0,1,0,0,0,0,0,0
2010-fa,"Kent, Molly H",MCB 253,0,7,4,6,2,1,1,0,0,0,0,0,0,0
2010-fa,"Nidhi, Nidhi",MCB 253,0,4,5,4,4,3,1,0,1,0,0,0,0,0
2010-fa,"Padolina, Mark S",MCB 253,1,7,6,9,0,0,0,0,0,0,0,0,0,0
2010-fa,"Ikeda, Jack S",MCB 300,7,33,0,14,36,0,8,24,0,4,0,0,0,1
2010-fa,"Allen, Scott M",MCB 301,0,5,5,4,5,3,0,0,0,0,0,0,0,0
2010-fa,"Cioni, Joel P",MCB 301,0,21,8,9,6,1,0,1,0,0,0,0,0,0
2010-fa,"Ghosh, Rimpa",MCB 301,0,5,5,4,1,3,3,0,0,0,0,0,0,0
2010-fa,"Hart, Bryan E",MCB 301,1,13,13,11,4,1,0,2,0,0,0,0,0,0
2010-fa,"Reno, Michael L",MCB 301,1,12,5,2,2,0,1,0,0,0,0,0,0,0
2010-fa,"Pawar, Sandeep",MCB 245,4,10,6,2,2,3,1,1,0,0,0,0,0,0
2010-fa,"Monahan, Pamela",MCB 245,12,16,9,10,8,2,4,0,0,0,1,0,0,0
2010-fa,"Mapes, Janelle E",MCB 245,3,9,3,9,2,3,0,0,1,0,0,0,0,0
2010-fa,"Liu, Ruijie",MCB 245,6,7,7,4,3,2,1,0,0,0,1,0,0,0
2010-fa,"Petry, Joseph A",MBA 501,2,34,22,26,15,3,0,0,0,0,0,0,0,0
2010-fa,"Trotman, Kenneth T",MBA 501,5,22,21,27,24,3,0,0,0,0,0,0,0,0
2010-fa,"Anand, Gopesh J",MBA 502,3,15,25,26,19,12,1,0,1,0,0,0,0,0
2010-fa,"Kraatz, Matthew S",MBA 502,2,26,17,13,37,7,0,0,0,0,0,0,0,0
2010-fa,"Noel, Hayden N",MBA 502,6,37,39,10,8,2,0,0,0,0,0,0,0,0
2010-fa,"Rybka, Kathryn M",MBA 502,2,25,15,12,35,11,2,0,0,0,0,0,0,0
2010-fa,"Wright, William F",MBA 502,4,44,8,11,32,3,0,0,0,0,0,0,0,0
2010-fa,"Chapman, Kenneth",MCB 100,7,52,5,7,71,4,4,37,8,0,22,2,11,1
2010-fa,"Chapman, Kenneth",MCB 101,2,34,9,8,58,3,3,14,1,0,3,1,1,0
2010-fa,"Brannick, Katherine E",MCB 150,1,6,7,7,5,3,4,2,1,2,2,3,1,0
2010-fa,"Ghoneim, Mohamed K",MCB 150,3,1,4,4,2,1,1,1,3,1,0,0,1,0
2010-fa,"Hamilton, Paul W",MCB 150,2,6,5,7,2,5,4,4,6,0,1,1,2,0
2010-fa,"Huang, Cancan",MCB 150,4,2,10,4,5,5,8,2,2,2,0,0,0,1
2010-fa,"Knowlton, Aaron K",MCB 150,3,7,12,5,15,6,5,4,4,1,1,1,0,0
2010-fa,"Li, Yun",MCB 150,3,4,6,7,5,5,5,2,2,1,2,0,2,0
2010-fa,"Mehrtens, Bradley G",MCB 150,1,6,7,4,2,0,1,0,1,0,1,0,0,0
2010-fa,"Oladeji, Lasun",MCB 150,0,5,4,3,3,2,2,0,1,0,1,0,0,1
2010-fa,"Poon, Emily",MCB 150,0,1,4,3,2,5,2,3,0,2,0,0,0,0
2010-fa,"Ranoa, Diana Rose E",MCB 150,4,10,9,12,7,8,3,3,2,3,1,0,1,0
2010-fa,"Goswami, Nandini",MCB 151,0,7,3,6,1,2,1,0,1,0,0,0,0,0
2010-fa,"Anastasio, Thomas J",MCB 170,5,27,9,6,3,3,0,1,0,1,0,2,0,0
2010-fa,"Sherwood, Orrin D",MCB 180,2,2,1,3,3,2,2,1,3,0,1,0,1,0
2010-fa,"Brown, Chester M",MCB 244,43,80,34,50,147,35,58,47,28,12,11,9,6,2
2010-fa,"Cruz Torres, Aurora M",MCB 245,0,3,5,4,2,5,4,0,1,4,1,0,0,0
2010-fa,"Fletcher, Mark A",MCB 245,11,10,3,5,1,1,0,0,0,0,0,0,0,1
2010-fa,"Lee, Francis S",MCB 245,4,5,2,7,5,3,1,1,2,1,1,0,0,0
2010-fa,"Lee, James V",MCB 245,9,10,8,3,2,0,0,0,0,0,0,0,0,0
2010-fa,"Nelson, Mark E",MCB 314/NEUR 314,9,34,17,20,27,18,12,15,9,5,5,2,1,2
